DATE,TWEXM
2017-12-20,88.9875
2017-12-27,88.543
2018-01-03,87.5224
2018-01-10,87.4435
2018-01-17,86.6369
2018-01-24,85.9463
2018-01-31,84.9171
2018-02-07,85.4127
2018-02-14,85.9268
2018-02-21,85.353
2018-02-28,86.0924
2018-03-07,86.2735
2018-03-14,86.2009
2018-03-21,86.6351
2018-03-28,85.889
2018-04-04,86.3168
2018-04-11,86.0051
2018-04-18,85.6726
2018-04-25,86.6873
2018-05-02,87.795
2018-05-09,88.3848
2018-05-16,88.3345
2018-05-23,88.9472
2018-05-30,89.3218
2018-06-06,89.1921
2018-06-13,88.9552
2018-06-20,90.2198
2018-06-27,90.2881
2018-07-04,90.2453
2018-07-11,89.7343
2018-07-18,90.2873
2018-07-25,90.2117
2018-08-01,89.8509
2018-08-08,90.1832
2018-08-15,91.0886
2018-08-22,90.7511
2018-08-29,89.9689
2018-09-05,90.3513
2018-09-12,90.3726
2018-09-19,89.8315
2018-09-26,89.4926
2018-10-03,90.2237
2018-10-10,90.6198
2018-10-17,90.2804
2018-10-24,90.9484
2018-10-31,91.5074
2018-11-07,91.2813
2018-11-14,91.7746
2018-11-21,91.586
2018-11-28,92.0977
2018-12-05,91.825
2018-12-12,92.07
2018-12-19,92.187
2018-12-26,92.0513
2019-01-02,92.0191
2019-01-09,91.092
2019-01-16,90.8855
2019-01-23,91.3239
2019-01-30,91.075
2019-02-06,90.794
2019-02-13,91.676
2019-02-20,91.8107
2019-02-27,91.2773
2019-03-06,91.6856
2019-03-13,92.1688
2019-03-20,91.6565
2019-03-27,91.7676
2019-04-03,92.1137
2019-04-10,92.0471
2019-04-17,91.9981
2019-04-24,92.4247
2019-05-01,92.6921
2019-05-08,92.5492
2019-05-15,92.3268
2019-05-22,92.7211
2019-05-29,92.7052
2019-06-05,92.4483
2019-06-12,91.6282
2019-06-19,92.1869
2019-06-26,91.0514
2019-07-03,91.1296
2019-07-10,91.7143
2019-07-17,91.4182
2019-07-24,91.6822
2019-07-31,92.2511
2019-08-07,92.1577
2019-08-14,91.9684
2019-08-21,92.4763
2019-08-28,92.3028
2019-09-04,92.7762
2019-09-11,92.4442
2019-09-18,92.5694
2019-09-25,92.7809
2019-10-02,93.1379
2019-10-09,93.0427
2019-10-16,92.5409
2019-10-23,91.7927
2019-10-30,91.9773
2019-11-06,91.9267
2019-11-13,92.5367
2019-11-20,92.3564
2019-11-27,92.6491
2019-12-04,92.3729
2019-12-11,92.0363
2019-12-18,91.8
2019-12-25,91.9923
2020-01-01,91.5077
