DATE,TOTLL
2015-04-01,7823.0014
2015-04-08,7822.8059
2015-04-15,7842.3247
2015-04-22,7841.1501
2015-04-29,7851.2099
2015-05-06,7853.7732
2015-05-13,7865.1929
2015-05-20,7885.012
2015-05-27,7895.7659
2015-06-03,7898.8205
2015-06-10,7915.8589
2015-06-17,7925.7663
2015-06-24,7939.6452
2015-07-01,7957.016
2015-07-08,7951.2184
2015-07-15,7964.8888
2015-07-22,7972.9854
2015-07-29,7974.2458
2015-08-05,7983.3924
2015-08-12,8003.7771
2015-08-19,8020.9858
2015-08-26,8037.1934
2015-09-02,8046.6603
2015-09-09,8050.8608
2015-09-16,8062.8501
2015-09-23,8069.1058
2015-09-30,8093.4071
2015-10-07,8099.8303
2015-10-14,8116.9728
2015-10-21,8119.9285
2015-10-28,8122.2177
2015-11-04,8143.3431
2015-11-11,8167.1671
2015-11-18,8175.8404
2015-11-25,8188.4885
2015-12-02,8202.7179
2015-12-09,8217.2018
2015-12-16,8231.839
2015-12-23,8239.9422
2015-12-30,8245.5678
2016-01-06,8261.4087
2016-01-13,8265.8997
2016-01-20,8285.7401
2016-01-27,8300.4308
2016-02-03,8324.5125
2016-02-10,8328.2941
2016-02-17,8337.6769
2016-02-24,8347.118
2016-03-02,8396.5157
2016-03-09,8417.1005
2016-03-16,8415.7488
2016-03-23,8418.8289
2016-03-30,8425.4181
2016-04-06,8443.0284
2016-04-13,8455.7275
2016-04-20,8474.6516
2016-04-27,8484.3362
2016-05-04,8503.7826
2016-05-11,8515.8479
2016-05-18,8512.7564
2016-05-25,8534.6811
2016-06-01,8545.5051
2016-06-08,8551.0977
2016-06-15,8556.1593
2016-06-22,8570.7744
2016-06-29,8603.7343
2016-07-06,8612.3194
2016-07-13,8622.5299
2016-07-20,8612.2022
2016-07-27,8619.266
2016-08-03,8622.0194
2016-08-10,8632.2582
2016-08-17,8630.8087
2016-08-24,8646.5536
2016-08-31,8666.326
2016-09-07,8673.8777
2016-09-14,8683.974
2016-09-21,8693.0726
2016-09-28,8702.9866
2016-10-05,8725.6673
2016-10-12,8733.8516
2016-10-19,8741.5341
2016-10-26,8744.561
2016-11-02,8751.6951
2016-11-09,8756.3601
2016-11-16,8762.7084
2016-11-23,8761.4193
2016-11-30,8773.1924
2016-12-07,8775.2241
2016-12-14,8763.9161
2016-12-21,8762.378
2016-12-28,8753.6664
2017-01-04,8770.972
2017-01-11,8784.1411
2017-01-18,8786.9434
2017-01-25,8783.9674
2017-02-01,8798.9872
2017-02-08,8795.6971
2017-02-15,8803.0825
2017-02-22,8807.6617
2017-03-01,8817.2074
2017-03-08,8809.0844
2017-03-15,8819.51
2017-03-22,8802.0605
2017-03-29,8794.3753
2017-04-05,8816.5356
2017-04-12,8827.3403
2017-04-19,8842.7399
2017-04-26,8848.1895
2017-05-03,8859.0304
2017-05-10,8860.8772
2017-05-17,8864.3803
2017-05-24,8877.9423
2017-05-31,8875.7238
2017-06-07,8871.5624
2017-06-14,8874.2034
2017-06-21,8892.9934
2017-06-28,8891.6778
2017-07-05,8907.9735
2017-07-12,8919.0011
2017-07-19,8930.4926
2017-07-26,8937.8468
2017-08-02,8945.1485
2017-08-09,8951.972
2017-08-16,8951.7647
2017-08-23,8962.6746
2017-08-30,8965.347
2017-09-06,8977.8989
2017-09-13,8975.4364
2017-09-20,9015.1644
2017-09-27,9014.0419
2017-10-04,9029.8986
2017-10-11,9044.8723
2017-10-18,9057.848
2017-10-25,9061.1991
2017-11-01,9068.3362
2017-11-08,9076.6262
2017-11-15,9074.8278
2017-11-22,9082.241
2017-11-29,9090.1695
2017-12-06,9095.3248
2017-12-13,9091.7235
2017-12-20,9102.2289
2017-12-27,9114.9747
2018-01-03,9115.5399
2018-01-10,9119.1487
2018-01-17,9131.0065
2018-01-24,9131.5218
2018-01-31,9138.0944
2018-02-07,9138.3928
2018-02-14,9144.7561
2018-02-21,9160.8418
2018-02-28,9175.6197
2018-03-07,9179.7455
2018-03-14,9184.6435
2018-03-21,9169.2621
2018-03-28,9183.3045
2018-04-04,9233.3881
2018-04-11,9262.7506
2018-04-18,9272.4918
2018-04-25,9283.7833
2018-05-02,9287.8221
2018-05-09,9283.2388
2018-05-16,9274.4132
2018-05-23,9280.8952
2018-05-30,9296.0053
2018-06-06,9306.3108
2018-06-13,9307.6978
2018-06-20,9351.2384
2018-06-27,9350.6217
2018-07-04,9342.9079
2018-07-11,9362.9103
2018-07-18,9363.821
2018-07-25,9372.857
2018-08-01,9373.1998
2018-08-08,9367.1281
2018-08-15,9375.4588
2018-08-22,9389.8317
2018-08-29,9395.2258
2018-09-05,9410.1989
2018-09-12,9415.7909
2018-09-19,9424.8408
2018-09-26,9430.2358
2018-10-03,9457.2203
2018-10-10,9459.4795
2018-10-17,9462.3112
2018-10-24,9476.5647
2018-10-31,9489.0082
2018-11-07,9480.6832
2018-11-14,9499.7398
2018-11-21,9518.7211
2018-11-28,9514.1994
2018-12-05,9538.4148
2018-12-12,9553.3022
2018-12-19,9556.6669
2018-12-26,9589.5365
2019-01-02,9608.2352
2019-01-09,9613.3328
2019-01-16,9616.295
2019-01-23,9631.4512
2019-01-30,9621.5267
2019-02-06,9631.8605
2019-02-13,9644.4594
2019-02-20,9668.5723
2019-02-27,9672.9371
2019-03-06,9688.9293
2019-03-13,9692.89
2019-03-20,9701.8776
2019-03-27,9672.219
2019-04-03,9682.2433
2019-04-10,9687.9767
2019-04-17,9714.6823
2019-04-24,9720.926
2019-05-01,9738.7625
2019-05-08,9731.9262
2019-05-15,9751.5503
2019-05-22,9762.8565
2019-05-29,9763.6213
2019-06-05,9766.2591
2019-06-12,9782.2932
2019-06-19,9794.8582
2019-06-26,9818.9338
2019-07-03,9816.269
2019-07-10,9817.0581
2019-07-17,9817.5236
2019-07-24,9835.5294
2019-07-31,9849.7537
2019-08-07,9862.7444
2019-08-14,9868.3081
2019-08-21,9891.8795
2019-08-28,9878.8698
2019-09-04,9887.5915
2019-09-11,9888.3479
2019-09-18,9910.8511
2019-09-25,9929.8415
2019-10-02,9923.9439
2019-10-09,9922.9726
2019-10-16,9946.8005
2019-10-23,9953.8502
2019-10-30,9964.4249
2019-11-06,9970.6129
2019-11-13,9968.8225
2019-11-20,9980.1313
2019-11-27,10005.2513
2019-12-04,9999.6298
2019-12-11,10036.9212
2019-12-18,10019.2088
2019-12-25,10016.4338
2020-01-01,10013.3163
2020-01-08,10022.5571
2020-01-15,10016.6679
2020-01-22,10030.4162
2020-01-29,10027.6872
2020-02-05,10033.9605
2020-02-12,10027.9731
2020-02-19,10062.0523
2020-02-26,10069.1158
2020-03-04,10110.6166
2020-03-11,10167.9497
2020-03-18,10387.3876
2020-03-25,10591.3255
2020-04-01,10684.7458
2020-04-08,10714.7295
2020-04-15,10757.2594
2020-04-22,10821.7859
2020-04-29,10843.9343
2020-05-06,10867.1838
2020-05-13,10862.7201
2020-05-20,10822.4661
2020-05-27,10802.4057
2020-06-03,10756.9666
2020-06-10,10729.5556
2020-06-17,10693.5008
2020-06-24,10654.5852
2020-07-01,10624.3799
2020-07-08,10623.8688
2020-07-15,10622.6078
2020-07-22,10616.3963
2020-07-29,10586.445
2020-08-05,10580.8225
2020-08-12,10577.7073
2020-08-19,10551.1845
2020-08-26,10547.5212
2020-09-02,10528.3229
2020-09-09,10527.4065
2020-09-16,10516.2436
2020-09-23,10508.7724
2020-09-30,10486.5012
2020-10-07,10463.6128
2020-10-14,10439.3929
2020-10-21,10440.0693
2020-10-28,10416.0857
2020-11-04,10398.9531
2020-11-11,10406.8335
2020-11-18,10375.2701
2020-11-25,10359.3072
2020-12-02,10345.9905
2020-12-09,10337.685
2020-12-16,10341.1687
2020-12-23,10333.4413
2020-12-30,10331.2807
2021-01-06,10327.236
2021-01-13,10315.7567
2021-01-20,10310.4171
2021-01-27,10318.1213
2021-02-03,10325.9308
2021-02-10,10339.7677
2021-02-17,10350.6376
2021-02-24,10362.9124
2021-03-03,10383.1792
2021-03-10,10413.3998
2021-03-17,10368.1
2021-03-24,10341.6648
2021-03-31,10337.1884
2021-04-07,10346.3522
2021-04-14,10354.8803
2021-04-21,10342.8273
2021-04-28,10353.557
2021-05-05,10353.0292
2021-05-12,10370.1632
2021-05-19,10375.4204
2021-05-26,10373.3235
2021-06-02,10364.482
2021-06-09,10369.875
2021-06-16,10344.778
2021-06-23,10344.2788
2021-06-30,10365.7756
2021-07-07,10370.391
2021-07-14,10376.4104
2021-07-21,10396.2357
2021-07-28,10415.4678
2021-08-04,10416.4942
2021-08-11,10423.878
2021-08-18,10432.2541
2021-08-25,10444.6695
2021-09-01,10460.864
2021-09-08,10460.3304
2021-09-15,10470.9187
2021-09-22,10466.0843
2021-09-29,10483.7429
2021-10-06,10482.981
2021-10-13,10508.5209
2021-10-20,10519.8679
2021-10-27,10533.319
2021-11-03,10556.9801
2021-11-10,10559.4616
2021-11-17,10586.6352
2021-11-24,10608.8833
2021-12-01,10639.7398
2021-12-08,10659.4588
2021-12-15,10699.199
2021-12-22,10722.572
2021-12-29,10744.2195
2022-01-05,10737.1765
2022-01-12,10750.4525
2022-01-19,10750.9097
2022-01-26,10759.9463
2022-02-02,10759.5883
2022-02-09,10776.1556
2022-02-16,10789.4068
2022-02-23,10827.0123
2022-03-02,10882.2789
2022-03-09,10938.7396
2022-03-16,10949.8535
2022-03-23,10939.2619
2022-03-30,10958.1492
2022-04-06,11000.585
2022-04-13,11064.236
