DATE,SBCACBW027SBOG
2016-04-20,3160.8673
2016-04-27,3171.662
2016-05-04,3183.0068
2016-05-11,3186.5821
2016-05-18,3187.9475
2016-05-25,3186.463
2016-06-01,3199.4515
2016-06-08,3202.2821
2016-06-15,3205.7942
2016-06-22,3209.8067
2016-06-29,3215.02
2016-07-06,3229.337
2016-07-13,3240.9797
2016-07-20,3245.9874
2016-07-27,3254.585
2016-08-03,3249.3318
2016-08-10,3261.3263
2016-08-17,3256.9066
2016-08-24,3266.1552
2016-08-31,3278.7447
2016-09-07,3282.082
2016-09-14,3297.8008
2016-09-21,3300.2001
2016-09-28,3304.5751
2016-10-05,3309.9833
2016-10-12,3310.4991
2016-10-19,3322.798
2016-10-26,3327.7161
2016-11-02,3331.8415
2016-11-09,3326.0774
2016-11-16,3317.897
2016-11-23,3307.0945
2016-11-30,3311.0123
2016-12-07,3301.4253
2016-12-14,3316.23
2016-12-21,3310.3013
2016-12-28,3311.0054
2017-01-04,3321.0783
2017-01-11,3314.5436
2017-01-18,3320.5091
2017-01-25,3327.6912
2017-02-01,3326.2443
2017-02-08,3333.2591
2017-02-15,3343.8265
2017-02-22,3353.764
2017-03-01,3354.0082
2017-03-08,3355.7649
2017-03-15,3360.0121
2017-03-22,3364.0555
2017-03-29,3353.9049
2017-04-05,3370.0639
2017-04-12,3367.0789
2017-04-19,3357.2275
2017-04-26,3348.031
2017-05-03,3351.9826
2017-05-10,3360.6498
2017-05-17,3374.2341
2017-05-24,3378.5735
2017-05-31,3380.8842
2017-06-07,3366.5388
2017-06-14,3370.8932
2017-06-21,3360.1009
2017-06-28,3357.8401
2017-07-05,3357.9948
2017-07-12,3365.4653
2017-07-19,3368.7922
2017-07-26,3368.358
2017-08-02,3370.9412
2017-08-09,3365.5966
2017-08-16,3367.3358
2017-08-23,3377.1182
2017-08-30,3371.1421
2017-09-06,3371.2735
2017-09-13,3368.378
2017-09-20,3385.2209
2017-09-27,3385.8317
2017-10-04,3384.4701
2017-10-11,3391.081
2017-10-18,3389.3476
2017-10-25,3385.0578
2017-11-01,3385.7933
2017-11-08,3385.5706
2017-11-15,3390.4102
2017-11-22,3393.5537
2017-11-29,3425.2713
2017-12-06,3434.4107
2017-12-13,3431.5497
2017-12-20,3428.4215
2017-12-27,3439.3366
2018-01-03,3433.4116
2018-01-10,3424.8897
2018-01-17,3420.8706
2018-01-24,3423.2923
2018-01-31,3419.3909
2018-02-07,3400.908
2018-02-14,3410.4125
2018-02-21,3405.9438
2018-02-28,3405.3919
2018-03-07,3393.3102
2018-03-14,3400.9907
2018-03-21,3392.3335
2018-03-28,3380.8453
2018-04-04,3376.5357
2018-04-11,3370.5554
2018-04-18,3371.587
2018-04-25,3360.6854
2018-05-02,3356.8126
2018-05-09,3363.8444
2018-05-16,3370.6465
2018-05-23,3391.056
2018-05-30,3398.7047
2018-06-06,3394.3025
2018-06-13,3409.7158
2018-06-20,3415.1165
2018-06-27,3425.4784
2018-07-04,3416.5876
2018-07-11,3429.5592
2018-07-18,3426.4886
2018-07-25,3432.4926
2018-08-01,3411.6159
2018-08-08,3423.3451
2018-08-15,3428.7987
2018-08-22,3428.2675
2018-08-29,3421.2581
2018-09-05,3413.6631
2018-09-12,3423.0134
2018-09-19,3425.5713
2018-09-26,3420.9916
2018-10-03,3418.2201
2018-10-10,3417.3991
2018-10-17,3415.6295
2018-10-24,3431.8256
2018-10-31,3413.4673
2018-11-07,3413.6577
2018-11-14,3434.0825
2018-11-21,3443.9936
2018-11-28,3446.0965
2018-12-05,3456.2081
2018-12-12,3479.4776
2018-12-19,3500.9625
2018-12-26,3508.8352
2019-01-02,3520.5495
2019-01-09,3531.1434
2019-01-16,3541.7578
2019-01-23,3534.8694
2019-01-30,3527.1013
2019-02-06,3532.7895
2019-02-13,3549.0861
2019-02-20,3553.3483
2019-02-27,3553.5671
2019-03-06,3549.969
2019-03-13,3570.106
2019-03-20,3569.4793
2019-03-27,3574.4031
2019-04-03,3583.7159
2019-04-10,3597.3688
2019-04-17,3611.8101
2019-04-24,3626.8378
2019-05-01,3612.443
2019-05-08,3623.4736
2019-05-15,3630.0307
2019-05-22,3628.9159
2019-05-29,3628.3538
2019-06-05,3640.2218
2019-06-12,3645.7596
2019-06-19,3661.9902
2019-06-26,3672.1295
2019-07-03,3679.7315
2019-07-10,3681.7214
2019-07-17,3676.2553
2019-07-24,3695.7916
2019-07-31,3694.8488
2019-08-07,3699.6509
2019-08-14,3718.4763
2019-08-21,3733.0373
2019-08-28,3752.889
2019-09-04,3762.1657
2019-09-11,3787.1573
2019-09-18,3806.7944
2019-09-25,3807.4787
2019-10-02,3801.5967
2019-10-09,3795.2624
2019-10-16,3786.3779
2019-10-23,3796.8241
2019-10-30,3790.621
2019-11-06,3796.5053
2019-11-13,3824.9879
2019-11-20,3821.4191
2019-11-27,3828.8466
2019-12-04,3839.6139
2019-12-11,3844.471
2019-12-18,3813.4804
2019-12-25,3819.285
2020-01-01,3812.6018
2020-01-08,3807.3925
2020-01-15,3831.317
2020-01-22,3834.0556
2020-01-29,3840.1954
2020-02-05,3847.6479
2020-02-12,3838.8256
2020-02-19,3870.0545
2020-02-26,3894.5174
2020-03-04,3952.0315
2020-03-11,3973.4046
2020-03-18,3982.0566
2020-03-25,4031.0046
2020-04-01,4018.26
2020-04-08,3992.2676
2020-04-15,3975.3925
2020-04-22,3991.1776
2020-04-29,4012.6645
2020-05-06,4007.4035
2020-05-13,3997.9077
2020-05-20,4021.9141
2020-05-27,4032.1496
2020-06-03,4080.4433
2020-06-10,4119.2938
2020-06-17,4167.2805
2020-06-24,4201.3059
2020-07-01,4245.0587
2020-07-08,4264.3098
2020-07-15,4304.9704
2020-07-22,4324.034
2020-07-29,4338.0748
2020-08-05,4363.1343
2020-08-12,4351.27
2020-08-19,4374.9749
2020-08-26,4395.4882
2020-09-02,4435.3497
2020-09-09,4444.3972
2020-09-16,4442.0728
2020-09-23,4455.8447
2020-09-30,4461.0894
2020-10-07,4478.0446
2020-10-14,4496.0649
2020-10-21,4506.1177
2020-10-28,4536.9771
2020-11-04,4585.3673
2020-11-11,4590.287
2020-11-18,4629.4712
2020-11-25,4649.1767
2020-12-02,4677.7751
2020-12-09,4678.3484
2020-12-16,4691.5443
2020-12-23,4697.5173
2020-12-30,4714.503
2021-01-06,4738.5782
2021-01-13,4747.3373
2021-01-20,4769.9235
2021-01-27,4807.1608
2021-02-03,4828.6471
2021-02-10,4837.5098
2021-02-17,4855.3603
2021-02-24,4884.9029
2021-03-03,4919.5472
2021-03-10,4934.5034
2021-03-17,4980.059
2021-03-24,5001.0534
2021-03-31,5016.5264
2021-04-07,5028.6439
2021-04-14,5069.471
2021-04-21,5088.1155
2021-04-28,5106.8723
2021-05-05,5141.4727
2021-05-12,5158.2934
2021-05-19,5183.0271
2021-05-26,5204.4312
2021-06-02,5228.8563
2021-06-09,5240.7771
2021-06-16,5249.3235
2021-06-23,5259.0099
2021-06-30,5276.1788
2021-07-07,5285.9442
2021-07-14,5298.8561
2021-07-21,5290.0979
2021-07-28,5311.6506
2021-08-04,5323.2937
2021-08-11,5331.1024
2021-08-18,5355.7316
2021-08-25,5365.2676
2021-09-01,5388.136
2021-09-08,5383.1848
2021-09-15,5404.0569
2021-09-22,5422.2031
2021-09-29,5458.4098
2021-10-06,5483.5299
2021-10-13,5507.0126
2021-10-20,5539.3088
2021-10-27,5550.1682
2021-11-03,5582.0851
2021-11-10,5588.0949
2021-11-17,5598.5779
2021-11-24,5622.0182
2021-12-01,5634.3981
2021-12-08,5632.3354
2021-12-15,5667.1028
2021-12-22,5695.0069
2021-12-29,5701.8256
2022-01-05,5770.6775
2022-01-12,5770.7143
2022-01-19,5776.9851
2022-01-26,5780.7312
2022-02-02,5793.9779
2022-02-09,5804.271
2022-02-16,5808.1174
2022-02-23,5827.7675
2022-03-02,5811.2303
2022-03-09,5801.818
2022-03-16,5795.6682
2022-03-23,5804.3687
2022-03-30,5804.1525
2022-04-06,5794.2318
2022-04-13,5798.7148
2022-04-20,5767.8319
