DATE,WGASUSGULF
2010-10-08,2.117
2010-10-15,2.112
2010-10-22,2.032
2010-10-29,2.023
2010-11-05,2.082
2010-11-12,2.159
2010-11-19,2.112
2010-11-26,2.094
2010-12-03,2.237
2010-12-10,2.277
2010-12-17,2.256
2010-12-24,2.376
2010-12-31,2.358
2011-01-07,2.387
2011-01-14,2.412
2011-01-21,2.414
2011-01-28,2.352
2011-02-04,2.411
2011-02-11,2.440
2011-02-18,2.489
2011-02-25,2.673
2011-03-04,2.828
2011-03-11,2.851
2011-03-18,2.775
2011-03-25,2.891
2011-04-01,2.958
2011-04-08,3.080
2011-04-15,3.105
2011-04-22,3.133
2011-04-29,3.245
2011-05-06,3.182
2011-05-13,3.199
2011-05-20,2.848
2011-05-27,2.888
2011-06-03,2.906
2011-06-10,2.849
2011-06-17,2.809
2011-06-24,2.674
2011-07-01,2.771
2011-07-08,2.939
2011-07-15,2.989
2011-07-22,2.990
2011-07-29,2.999
2011-08-05,2.816
2011-08-12,2.673
2011-08-19,2.773
2011-08-26,2.866
2011-09-02,2.920
2011-09-09,2.841
2011-09-16,2.720
2011-09-23,2.583
2011-09-30,2.569
2011-10-07,2.633
2011-10-14,2.777
2011-10-21,2.693
2011-10-28,2.675
2011-11-04,2.621
2011-11-11,2.633
2011-11-18,2.476
2011-11-25,2.453
2011-12-02,2.506
2011-12-09,2.532
2011-12-16,2.483
2011-12-23,2.556
2011-12-30,2.617
2012-01-06,2.709
2012-01-13,2.736
2012-01-20,2.790
2012-01-27,2.827
2012-02-03,2.875
2012-02-10,2.948
2012-02-17,2.988
2012-02-24,3.115
2012-03-02,3.067
2012-03-09,3.104
2012-03-16,3.155
2012-03-23,3.215
2012-03-30,3.240
2012-04-06,3.250
2012-04-13,3.173
2012-04-20,3.059
2012-04-27,2.987
2012-05-04,2.876
2012-05-11,2.826
2012-05-18,2.755
2012-05-25,2.739
2012-06-01,2.662
2012-06-08,2.584
2012-06-15,2.572
2012-06-22,2.463
2012-06-29,2.433
2012-07-06,2.584
2012-07-13,2.614
2012-07-20,2.703
2012-07-27,2.644
2012-08-03,2.781
2012-08-10,2.907
2012-08-17,2.930
2012-08-24,2.979
2012-08-31,3.139
2012-09-07,3.078
2012-09-14,3.099
2012-09-21,2.980
2012-09-28,2.986
2012-10-05,3.011
2012-10-12,3.035
2012-10-19,2.749
2012-10-26,2.516
2012-11-02,2.453
2012-11-09,2.511
2012-11-16,2.514
2012-11-23,2.589
2012-11-30,2.525
2012-12-07,2.455
2012-12-14,2.344
2012-12-21,2.489
2012-12-28,2.613
2013-01-04,2.643
2013-01-11,2.646
2013-01-18,2.606
2013-01-25,2.669
2013-02-01,2.804
2013-02-08,2.828
2013-02-15,2.967
2013-02-22,3.040
2013-03-01,2.924
2013-03-08,2.888
2013-03-15,2.934
2013-03-22,2.852
2013-03-29,2.886
2013-04-05,2.725
2013-04-12,2.678
2013-04-19,2.658
2013-04-26,2.674
2013-05-03,2.683
2013-05-10,2.755
2013-05-17,2.758
2013-05-24,2.681
2013-05-31,2.649
2013-06-07,2.706
2013-06-14,2.752
2013-06-21,2.719
2013-06-28,2.573
2013-07-05,2.663
2013-07-12,2.858
2013-07-19,2.953
2013-07-26,2.880
2013-08-02,2.887
2013-08-09,2.777
2013-08-16,2.858
2013-08-23,2.881
2013-08-30,2.916
2013-09-06,2.761
2013-09-13,2.626
2013-09-20,2.564
2013-09-27,2.515
2013-10-04,2.485
2013-10-11,2.534
2013-10-18,2.571
2013-10-25,2.424
2013-11-01,2.407
2013-11-08,2.297
2013-11-15,2.449
2013-11-22,2.583
2013-11-29,2.509
2013-12-06,2.486
2013-12-13,2.429
2013-12-20,2.512
2013-12-27,2.640
2014-01-03,2.559
2014-01-10,2.550
2014-01-17,2.548
2014-01-24,2.568
2014-01-31,2.546
2014-02-07,2.593
2014-02-14,2.716
2014-02-21,2.712
2014-02-28,2.761
2014-03-07,2.731
2014-03-14,2.726
2014-03-21,2.719
2014-03-28,2.687
2014-04-04,2.716
2014-04-11,2.808
2014-04-18,2.840
2014-04-25,2.836
2014-05-02,2.761
2014-05-09,2.698
2014-05-16,2.750
2014-05-23,2.813
2014-05-30,2.810
2014-06-06,2.764
2014-06-13,2.832
2014-06-20,2.917
2014-06-27,2.883
2014-07-04,2.829
2014-07-11,2.745
2014-07-18,2.698
2014-07-25,2.680
2014-08-01,2.630
2014-08-08,2.598
2014-08-15,2.633
2014-08-22,2.666
2014-08-29,2.642
2014-09-05,2.628
2014-09-12,2.555
2014-09-19,2.593
2014-09-26,2.642
2014-10-03,2.565
2014-10-10,2.289
2014-10-17,2.093
2014-10-24,2.056
2014-10-31,2.069
2014-11-07,2.070
2014-11-14,1.994
2014-11-21,1.867
2014-11-28,1.788
2014-12-05,1.640
2014-12-12,1.504
2014-12-19,1.384
2014-12-26,1.238
2015-01-02,1.256
2015-01-09,1.209
2015-01-16,1.226
2015-01-23,1.288
2015-01-30,1.360
2015-02-06,1.520
2015-02-13,1.576
2015-02-20,1.594
2015-02-27,1.718
2015-03-06,1.732
2015-03-13,1.652
2015-03-20,1.656
2015-03-27,1.700
2015-04-03,1.613
2015-04-10,1.634
2015-04-17,1.727
2015-04-24,1.787
2015-05-01,1.861
2015-05-08,1.850
2015-05-15,1.887
2015-05-22,1.914
2015-05-29,1.888
2015-06-05,1.918
2015-06-12,1.985
2015-06-19,1.959
2015-06-26,1.918
2015-07-03,1.971
2015-07-10,1.983
2015-07-17,1.859
2015-07-24,1.807
2015-07-31,1.716
2015-08-07,1.642
2015-08-14,1.719
2015-08-21,1.566
2015-08-28,1.388
2015-09-04,1.419
2015-09-11,1.338
2015-09-18,1.308
2015-09-25,1.365
2015-10-02,1.374
2015-10-09,1.426
2015-10-16,1.262
2015-10-23,1.228
2015-10-30,1.280
2015-11-06,1.381
2015-11-13,1.233
2015-11-20,1.151
2015-11-27,1.226
2015-12-04,1.208
2015-12-11,1.187
2015-12-18,1.199
2015-12-25,1.162
2016-01-01,1.152
2016-01-08,1.097
2016-01-15,0.990
2016-01-22,0.962
2016-01-29,1.008
2016-02-05,0.911
2016-02-12,0.883
2016-02-19,0.944
2016-02-26,0.979
2016-03-04,1.016
2016-03-11,1.172
2016-03-18,1.258
2016-03-25,1.327
2016-04-01,1.270
2016-04-08,1.234
2016-04-15,1.335
2016-04-22,1.344
2016-04-29,1.458
2016-05-06,1.366
2016-05-13,1.374
2016-05-20,1.470
2016-05-27,1.501
2016-06-03,1.523
2016-06-10,1.527
2016-06-17,1.431
2016-06-24,1.501
2016-07-01,1.453
2016-07-08,1.379
2016-07-15,1.361
2016-07-22,1.342
2016-07-29,1.328
2016-08-05,1.348
2016-08-12,1.356
2016-08-19,1.445
2016-08-26,1.532
2016-09-02,1.426
2016-09-09,1.371
2016-09-16,1.394
2016-09-23,1.373
2016-09-30,1.456
2016-10-07,1.517
2016-10-14,1.501
2016-10-21,1.500
2016-10-28,1.454
2016-11-04,1.393
2016-11-11,1.273
2016-11-18,1.230
2016-11-25,1.354
2016-12-02,1.423
2016-12-09,1.489
2016-12-16,1.521
2016-12-23,1.599
2016-12-30,1.683
2017-01-06,1.658
2017-01-13,1.612
2017-01-20,1.576
2017-01-27,1.546
2017-02-03,1.553
2017-02-10,1.546
2017-02-17,1.513
2017-02-24,1.541
2017-03-03,1.532
2017-03-10,1.500
2017-03-17,1.493
2017-03-24,1.519
2017-03-31,1.595
2017-04-07,1.662
2017-04-14,1.677
2017-04-21,1.615
2017-04-28,1.531
2017-05-05,1.449
2017-05-12,1.483
2017-05-19,1.548
2017-05-26,1.577
2017-06-02,1.540
2017-06-09,1.465
2017-06-16,1.407
2017-06-23,1.394
2017-06-30,1.426
2017-07-07,1.469
2017-07-14,1.491
2017-07-21,1.530
2017-07-28,1.560
2017-08-04,1.627
2017-08-11,1.601
2017-08-18,1.563
2017-08-25,1.603
2017-09-01,1.871
2017-09-08,1.880
2017-09-15,1.727
2017-09-22,1.678
2017-09-29,1.674
2017-10-06,1.593
2017-10-13,1.612
2017-10-20,1.653
2017-10-27,1.716
2017-11-03,1.77
2017-11-10,1.832
2017-11-17,1.718
2017-11-24,1.722
2017-12-01,1.73
2017-12-08,1.685
2017-12-15,1.653
2017-12-22,1.7
2017-12-29,1.765
2018-01-05,1.768
2018-01-12,1.821
2018-01-19,1.872
2018-01-26,1.928
2018-02-02,1.906
2018-02-09,1.778
2018-02-16,1.706
2018-02-23,1.761
2018-03-02,1.759
2018-03-09,1.731
2018-03-16,1.771
2018-03-23,1.895
2018-03-30,1.913
2018-04-06,1.866
2018-04-13,1.957
2018-04-20,1.991
2018-04-27,2.029
2018-05-04,2.023
2018-05-11,2.072
2018-05-18,2.135
2018-05-25,2.142
2018-06-01,2.067
2018-06-08,2.017
2018-06-15,1.993
2018-06-22,1.958
2018-06-29,2.03
2018-07-06,2.051
2018-07-13,2.054
2018-07-20,1.98
2018-07-27,2.063
2018-08-03,2.061
2018-08-10,2.018
2018-08-17,1.989
2018-08-24,2.067
2018-08-31,2.15
2018-09-07,2.038
2018-09-14,2.009
2018-09-21,2.019
2018-09-28,2.113
2018-10-05,2.161
2018-10-12,2.041
2018-10-19,1.941
2018-10-26,1.831
2018-11-02,1.772
2018-11-09,1.655
2018-11-16,1.533
2018-11-23,1.503
2018-11-30,1.424
2018-12-07,1.441
2018-12-14,1.416
2018-12-21,1.311
2018-12-28,1.277
2019-01-04,1.292
2019-01-11,1.34
2019-01-18,1.382
2019-01-25,1.383
2019-02-01,1.363
2019-02-08,1.431
2019-02-15,1.498
2019-02-22,1.507
2019-03-01,1.482
2019-03-08,1.707
2019-03-15,1.808
2019-03-22,1.878
2019-03-29,1.918
2019-04-05,1.928
2019-04-12,2.01
2019-04-19,2.0
2019-04-26,2.071
2019-05-03,1.999
2019-05-10,1.878
2019-05-17,1.894
2019-05-24,1.868
2019-05-31,1.832
2019-06-07,1.678
2019-06-14,1.669
2019-06-21,1.699
2019-06-28,1.843
2019-07-05,1.859
2019-07-12,1.921
2019-07-19,1.823
2019-07-26,1.814
2019-08-02,1.816
2019-08-09,1.643
2019-08-16,1.622
2019-08-23,1.714
2019-08-30,1.754
2019-09-06,1.62
2019-09-13,1.645
2019-09-20,1.751
2019-09-27,1.712
2019-10-04,1.62
2019-10-11,1.643
2019-10-18,1.65
2019-10-25,1.657
2019-11-01,1.666
2019-11-08,1.643
2019-11-15,1.606
2019-11-22,1.626
2019-11-29,1.664
2019-12-06,1.564
2019-12-13,1.598
2019-12-20,1.621
2019-12-27,1.709
2020-01-03,1.704
2020-01-10,1.659
2020-01-17,1.62
2020-01-24,1.538
2020-01-31,1.474
2020-02-07,1.444
2020-02-14,1.489
2020-02-21,1.504
2020-02-28,1.385
2020-03-06,1.451
2020-03-13,0.997
2020-03-20,0.642
2020-03-27,0.418
2020-04-03,0.497
2020-04-10,0.553
2020-04-17,0.594
2020-04-24,0.494
2020-05-01,0.572
2020-05-08,0.772
2020-05-15,0.803
2020-05-22,0.91
2020-05-29,0.889
2020-06-05,1.022
2020-06-12,1.072
2020-06-19,1.136
2020-06-26,1.135
2020-07-03,1.147
2020-07-10,1.187
2020-07-17,1.143
2020-07-24,1.182
2020-07-31,1.153
2020-08-07,1.145
2020-08-14,1.174
2020-08-21,1.268
2020-08-28,1.378
2020-09-04,1.217
2020-09-11,1.093
2020-09-18,1.179
2020-09-25,1.192
2020-10-02,1.188
2020-10-09,1.221
2020-10-16,1.167
2020-10-23,1.132
2020-10-30,1.055
2020-11-06,1.053
2020-11-13,1.124
2020-11-20,1.134
2020-11-27,1.223
2020-12-04,1.216
2020-12-11,1.253
2020-12-18,1.328
2020-12-25,1.332
2021-01-01,1.363
2021-01-08,1.434
2021-01-15,1.518
2021-01-22,1.512
2021-01-29,1.538
2021-02-05,1.602
2021-02-12,1.627
2021-02-19,1.726
2021-02-26,1.799
2021-03-05,1.92
2021-03-12,2.021
2021-03-19,1.967
2021-03-26,1.88
2021-04-02,1.937
2021-04-09,1.923
2021-04-16,1.969
2021-04-23,1.947
2021-04-30,1.993
2021-05-07,2.048
2021-05-14,2.053
2021-05-21,2.018
2021-05-28,2.032
2021-06-04,2.092
2021-06-11,2.114
2021-06-18,2.075
2021-06-25,2.161
2021-07-02,2.185
2021-07-09,2.195
2021-07-16,2.214
2021-07-23,2.135
2021-07-30,2.268
2021-08-06,2.216
2021-08-13,2.221
2021-08-20,2.063
2021-08-27,2.294
2021-09-03,2.278
2021-09-10,2.187
2021-09-17,2.217
2021-09-24,2.146
2021-10-01,2.249
2021-10-08,2.347
2021-10-15,2.417
2021-10-22,2.476
2021-10-29,2.497
2021-11-05,2.377
2021-11-12,2.308
2021-11-19,2.257
2021-11-26,2.261
2021-12-03,2.01
2021-12-10,2.122
2021-12-17,2.104
2021-12-24,2.141
2021-12-31,2.242
2022-01-07,2.28
2022-01-14,2.365
2022-01-21,2.44
2022-01-28,2.495
2022-02-04,2.605
2022-02-11,2.678
2022-02-18,2.672
2022-02-25,2.624
2022-03-04,3.058
2022-03-11,3.284
2022-03-18,3.034
2022-03-25,3.322
2022-04-01,3.139
2022-04-08,3.059
2022-04-15,3.131
2022-04-22,3.208
